id,P002079,P002080,P002081,P002082,P002083,P002084,P002085
89d078d1747e46fb9fd45e0e2cadf5b6,bhavacārakabandhano varākaḥ sugatānāṃ suta ucyate kṣaṇena |sanarāmaralokavandanīyo bhavati smodita eva bodhicitte ||9||,彼善逝子處纏蓋 行在輪迴無所愛若刹那說菩提心 人天歡喜悉歸命,བྱང་ཅུབ་སེམས་སྐྱེད་གྱུར་ན་སྐད་གཅིག་གིས་། ། འཁོར་བའི་བཙོན་རར་བསྟམས་པ་ཉམ་ཐག་རྣམས་། །བདེ་གཤེགས་རྣམས་ཀྱི་སྲས་ཤེས་བརྗོད་བྱ་ཞིང་། ། ཇིག་རྟེན་ལྷ་མྱིར་བཅས་པས་ཕྱག་བྱར་འགྱུར་། །༼༩༽,བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས་། ། འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས་། །བདེ་གཞེགས་རྣམས་ཀྱི་སྲས་ཞེས་བརྗོད་བྱ་ཞིང་། ། འཇིག་རྟེན་ལྷ་མིར་བཅས་པས་ཕྱག་བྱར་འགྱུར་། །,bodhičid sedkil ele töröbesü nigen daγun-u čaγ-tur : sansar-un gindan-dur enelkün amitan ber :sayibar oduγsad köbegün kemen nereyidüged : sögödteküi bolqu yirtinčü-deki tngri-ner kiged kümün-e ber -:- 9,"Le misérable que les passions enchaînent dans cette prison qui est l’existence, est aussitôt proclamé fils des Sugatas: il devient vénérable au monde des hommes et immortels, dès que la pensée de Bodhi prend naissance en lui.","The wretch held in thrall by Life’s minions is declared a son of the Blessed Ones straightaway when the Thought of Enlightenment arises in him, and he becomes worshipful to the worlds of men and gods."
73a67a604b574417b3d5dc78c3913229,aśucipratimām imāṃ gṛhītvā jinaratnapratimāṃ karoty anarghām |rasajātam atīva vedhanīyaṃ sudṛḍhaṃ gṛhṇata bodhicittasaṃjñam ||10||,若有受持不淨像 喻佛寶像而無價如藥變化遍堅牢 等修持妙菩提心,གསེར་སྒྱུར་རྩིའི་རྣམ་པ་མཆོག་ལྟ་བུར་། ། མྱི་གཙང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ་། །རིན་ཅེན་རིན་ཐང་མྱེད་པར་སྒྱུར་བས་ན་། ། བྱང་ཅུབ་སེམས་ཤེས་བྱ་བ་རབ་བརྟན་ཟུང་། །༼༡༠༽,གསེར་འགྱུར་རྩི་ཡི་རྣམ་པ་མཆོག་ལྟ་བུ་། ། མི་གཚང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ་། །རིན་ཆེན་རིན་ཐང་མེད་པར་བསྒྱུར་བས་ན་། ། བྱང་ཆུབ་སེམས་ཞེས་བྱ་བ་རབ་བརྟན་ཟུང་། །,degedü em-iyer altan qubilγaqui metü : ene burtaγ bey·e-yi abču <:> ilaγuγsad-un bey·e :ünelesi ügei erdeni bolγan qubilγasuγai kemebesü : batuda bariγdaqui ene bodhičid kemegdeküi sedkil-i -:- 10,"Ce corps impur devient cette perle inappréciable qui est un corps de Bouddha: prenez, prenez l’élixir qui accomplit une si merveilleuse métamorphose et qu’on appelle la pensée de Bodhi.","This foul form that he has taken he makes into the priceless jewel of a Conqueror’s form; oh, grasp firmly the Thought of Enlightenment, that exceedingly potent elixir!"
49c25e738dd8421e87515b0944946bc5,suparīkṣitam aprameyadhībhir bahumūlyaṃ jagadekasārthavāhaiḥ |gatipattanavipravāsaśīlāḥ sudṛḍhaṃ gṛhṇata bodhicittaratnam ||11||,菩提心寶驗無邊 價直世間無可喻調御行人伴侶等 悉使受持而堅牢,འགྲོ་བའི་དེད་པོན་གཅིག་པུ་ཚད་མྱེད་བློས་། ། ལེགས་པར་ཡོངས་སུ་བརྟགས་ན་རིན་ཅན་པས་། །འགྲོ་བའི་གནས་དང་འབྲལ་བར་འདོད་པ་རྣམས་། ། རིན་ཅེན་བྱང་ཅུབ་སེམས་ལེགས༡བརྟན་པར་ཟུང་། །༼༡༡༽,འགྲོ་བའི་དེད་དཔོན་གཅིག་པུ་ཚད་མེད་བློས་། ། ལེགས་པར་ཡོངས་སུ་བརྟགས་ན་རིན་ཆེ་བས་། །འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས་། ། རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པར་ཟུང་། །,amitan-u γaγča uduriγulsun-u čaγ ügei uqaγan-iyar : sayitur onoǰu üǰebe yeke ünetü büküi-yi :amitan-u oron ača qaγačasuγai kemen sedkigčid-te : bodhičid sedkil-tü erdeni-yi batuda bariγdaqui : 11,"Cette perle de la pensée de Bodhi qu’ont éprouvée et reconnue très précieuse les très intelligents et uniques conducteurs de la caravane du monde, ô vous qui passez d’existence en existence comme les marchands vont de marché en marché, prenez, prenez cette perle!","Ho, ye who are exiles in the marts of bodied being, grasp firmly the precious jewel of the Thought of Enligtenment, which the immeasurably wise sole Guides of the world’s caravan have well assayed!"
8d48a82bf98742489d990b692adbf468,kadalīva phalaṃ vihāya yāti kṣayam anyat kuśalaṃ hi sarvam eva |satataṃ phalati kṣayaṃ na yāti prasavaty eva tu bodhicittavṛkṣaḥ ||12||,芭蕉不實而生實 生實芭蕉而身謝菩提心樹而淸淨 恒生勝果而不盡,དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི་། ། འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད་། །བྱང་ཅུབ་སེམས་ཀྱི་ལྗོན་ཤིང་རྟག་པར་ཡང་། ། འབྲས་བུ་འབྱིན་པས་མྱི་ཟད་འཕེལ་བར་འགྱུར་། །༼༡༢༽,དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི་། ། འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད་། །བྱང་ཆུབ་སེམས་ཀྱི་ལྗོན་ཤིང་རྟག་པར་ཡང་། ། འབྲས་བུ་འབྱིན་པས་མི་ཟད་འཕེལ་བར་འགྱུར་། །,anggida busud buyan-nuγud gadali modun metü : ači üreben ögču bürün baraγdan bui :bodhičid sedkil-ün modun ürgülǰi aburida ber : ači ür·e-ben ögču ülü baran ülemǰi nemeyü -:- 12,"Semblable au bananier, tout mérite s’anéantit en portant son fruit; mais, semblable à un arbre, la pensée de Bodhi fructifie en tout temts et sans s’épuiser; elle est véritablement féconde.","Like the plantain-tree, all other righteousness fades away after its fruit is cast; but the tree of the Thought of Enlightenment bears everlasting fruit and fades not, but is ever fecund."
8be0ae72d13943fe9c1f8eb9c2f9e884,kṛtvāpi pāpāni sudāruṇāni yadāśrayād uttarati kṣaṇena |śūrāśrayeṇeva mahābhayāni nāśrīyate tat katham ajñasattvaiḥ ||13||,已作暴惡衆罪業 依菩提心刹那脫勇猛依託無大怖 彼癡有情何不依,སྡིག༢པ་ཤིན་དུ་མྱི༣བཟད་བྱས་ན་ཡང་། །དཔའ་ལ་རྟེན་ནས་འཇིགས་པ་ཆེན་པོལ་ཏར་། ། གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ་། ། དེ་ལ་བག་ཅན་རྣམས་ཀྱིས་ཅི་མྱི་བརྟེན་། །༼༡༣༽,སྡིག་པ་ཤིན་ཏུ་མི་བཟད་བྱས་ན་ཡང་། ། དཔའ་ལ་བརྟེན་ནས་འཇིགས་པ་ཆེན་པོ་ལྟར་། །གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ་། ། དེ་ལ་བག་ཅན་རྣམས་ཀྱིས་ཅིས་མི་བརྟེན་། །,masi doγsin nigül-tü üiles-i üiledbesü ber : baγatud-ta sitüǰü yeke ayul-ača könggeküi-dür adali :alin-u siltaγan-bar tendeken-e büged tonilqu bügesü : tegün-ü sereküi uqaγatan yekin ülü barimui -:- 13,"Eût-il commis des péchés effroyables, l’homme les franchi sur-le-champ s’il prend recours dans la pensée de Bodhi. Allez vers elle, créatures aveugles, comme les coupables chechent la protection d’un héros!","Though he have wrought most grievous sins, a man by taking refuge therein escapes them straightaway; as ignorant beings under the guardianship of a mighty man escape sore terrors, why seek they not their refuge in this?"
738569a9515243bc884c8afd4d2660a1,yugāntakālānalavan mahānti pāpāni yan nirdahati kṣaṇena |yasyānuśaṃsān amitān uvāca maitreyanāthaḥ sudhanāya dhīmān ||14||,譬如劫盡時大火 刹那焚燒罪業薪若讚慈尊無量言 是曰善哉之智者,དེས་ནི་དུས་མཐའི་མྱེ་བཞིན་སྡིག་ཅེན་རྣམས་། ། སྐད་ཅིག་གཅིག་གིས་ནེས་པར་སྲེད་པར་བྱེད་། །དེའི་ཕན་ཡོན་དཔག་དུ་མྱེད་པ་དག་། ། བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད་། །༼༡༤༽,དེས་ནི་དུས་མཐའི་མེ་བཞིན་སྡིག་ཆེན་རྣམས་། ། སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད་། །དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག་། ། བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད་། །,ene·gün-iyer ečüs čaγ-taki γal metü <:> yeke nigül-nügüd-i : tüimerdümüi nigen daγun-u čaγ-tur büged :čaγ ügei egün-ü sayin tusa anu : uqaγan-tu itegel mayidari nomlaba sudani bayan-a -:- 14,"Elle consume à l’instant les grands péchés avec les ardurs du feu cosmique.-Lisez les éloges infinis qu’en a fait le Bodhisattva, le protecteur Maitreya, dans ses réponses à Sudhana.","Like the time of fire at the end of a world cycle, it instantly consumes the greatest evils;its immeasurable benefits were taught to the disciple Sudhana by the wise Lord Maitreya."
0f5184c60b3242088aae78896eced8a2,tad bodhicittaṃ dvividhaṃ vijñātavyaṃ samāsataḥ |bodhipraṇidhicittaṃ ca bodhiprasthānam eva ca ||15||,彼種種覺心 正智而平等菩提誓願心 而行菩提行,བྱང་ཅུབ་སེམས་དེ་མདོར་བསྡུ་ན་། ། རྣམས་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ་། །བྱང་ཅུབ་སྨོན་པའི་སེམས་དང་ནི་། ། བྱང་ཅུབ་འཇུག་པ་ཉིད་ཡིན་ནོ་། །༼༡༥༽,བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན་། ། རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ་། །བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི་། ། བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ་། །,"(3,4)čiyulγabasu tere bodhičid sedkil-i : (5)qoyar ǰüil kemen uqaγliaqui :(6)küseküi bodhičid sedkil kiged : (7)oroqui bodhičid sedkil buyu -:- 15","Il y a, en résumé, deuz pensées de Bodhi: le væu de Bodhi, la marche vers la Bodhi.","This Thought of Enlightenment is to be understood as twofold.Briefly, it is the idea of dedication to Enlightenment and then the actual pilgrimage towards it."
7c7342a30cb1422eaef30dfcbf09b5de,gantukāmasya gantuś ca yathā bhedaḥ pratīyate |tathā bhedo ’nayor jñeyo yāthāsaṃkhyena paṇḍitaiḥ ||16||,喻去者欲行 彼之分別說智分別說已 所行如智用,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི་། ། བྱེ་བྲག་ཅི་ལྟར་ཤེས་པ་ལྟར་། །དེ་ཞིན་མཁས་པས་འདི་གཉིས་ཀྱི་། ། བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ་། །༼༡༦༽,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི་། ། བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར་། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི་། ། བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ་། །,(8)yabusuγai kemen küsegčin yabuγči qoyar-un : (9)ilγal inu yambar medegdekün bügesü :(10)tegünčilen merged ede qoyar-un : (11)ilyal inu <:> ǰerge-ber medegdeküi bui -:- 16,"Telle la différence de celui qui veut partir et de calui qui est en route, telle la différence que les savants établissent entre les deux pensées de Bodhi.","As concisely stated by learned men, this difference isthat between a traveller and someone desirous of travelling."
b339b48633b1485fba9901614054c5b1,bodhipraṇidhicittasya saṃsāre ’pi phalaṃ mahat |na tv avicchinnapuṇyatvaṃ yathā prasthāna cetasaḥ ||17||,菩提之願心 大果如輪迴福故不間斷 亦如彼行意,བྱང་ཅུབ་སྨོན་དཔའི་སེམས་ལས་ནི་། ། འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་། །ཅི་ལྟར་འཇུག་པའི་སེམས་བཞིན་དུ་། ། བསོད་ནམས་རྒྱུན་ཆགས་འབྱུང་བ་མྱིན་། །༼༡༧༽,བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི་། ། འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་། །ཇི་ལྟར་འཇུག་པའི་སེམས་བཞིན་དུ་། ། བསོད་ནམས་རྒྱུན་ཆགས་འབྱུང་བ་མིན་། །,(12)küseküi bodhičid sedkil-eče : (13)orčilang-dur ači inu yeke bügesü ber :(14)oroqui bodhičid sedkil metü : (15)tasurasi ügei buyan anu ülü bolumui -:- 17,"Le simple væu de Bodhi porte de grands fruits de bonheur temporel sans parler du salut; mais pour celui qui possède la pensée active de bodhi, sa pensée se change en fleuve ininterromu de mérites.","The idea of dedication to Enlightenment brings great fruit even on the wheel of rebirth,but not the uninterrupted meritoriousness of the mind which is set upon departure."
72fb2a431aa34757b9ca2a62fb8a05e8,yataḥ prabhṛty aparyantasattvadhātupramokṣaṇe |samādadāti tac cittam anivartyena cetasā ||18||,若彼等無邊 有情界解脫與彼心平等 菩提願不退,གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས་། ། མཐའ་ཡས་རབ་དུ་དགྲོལ་བའི་ཕྱིར་། །མྱི་ལྡོག་པའི་སེམས་ཀྱིས་སུ་། ། སེམས་དེ་ཡང་དག་བླངས་འགྱུར་པ་། །༼༡༨༽,གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས་། ། མཐའ་ཡས་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར་། །མི་ལྡོག་པ་ཡི་སེམས་ཀྱིས་སུ་། ། སེམས་དེ་ཡང་དག་བླངས་གྱུར་པ་། །,(16)ali čaγ-ača terigüleǰü <:> amitan-u ayimaγ : (17)kiǰaγalal ügegün-i <:> masida könggegülkü-yin tulada :(18)ničul mital ügei sedkil-iyer : (19)abubasu tere bodhičid sedkil-i ünen-iyer <:> -:- 18,"Aussitôt qu’il a pris possession de cette pensée pour la délivrance de tous les êtres de cet univers, dans une âme qui ne peut plus revenir en arrière;","As soon as one undertakes to free himself from the unbounded realms of living beings,he concentrates his mind with steadfast thought;"
fb827b2f41724595b4adb7301294dac2,tataḥ prabhṛti suptasya pramattasyāpy anekaśaḥ |avicchinnāḥ puṇyadhārāḥ pravartante nabhaḥ samāḥ ||19||,彼等好睡眠 亦復多迷醉間斷於福流 喻空無所有,དེ་ནས་བླངས་སྟེ་གཉིད་ལོག་འམ་། ། བག་མྱེད་གྱུརད་ཀྱང་བསོད་ནམས་ཤུགས་། །རྒྱུན་མྱི་འཆད་པར་དུ་མ་ཞིག་། ། ནམ་མཁའི་མཉམ་པར་རབ་དུ་བྱུང་། །༼༡༩༽,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ་། ། བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས་། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག་། ། ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,(20)tere čaγ-ača terigülen umartabasu ber : (21)osoldabasu ber buyan-u küčün inu :(22)ürgülǰi <:> olan tasurasi ügei : (23)köke oγtarγui-luγ·a sača odumu -:- 19,"aussitôt, malgré le sommeil et les fréquentes distractions, se gonflent jusqu’à l’empyrée les torrents ininterrompus de ses mérites.","that soon, in spite of sleep and repeated excitement,floods of merit, equal to the sky, begin to flow without ceasing."
6b7d784dd3a74a89bb6803db76d0075b,idaṃ subāhupṛcchāyāṃ sopapattikam uktavān |hīnādhimuktisattvārthaṃ svayam eva tathāgataḥ ||20||,妙臂而問此 劣意之有情於解脫得生 爲自爲如來,འདི་ནི་འཐད་པ་དང་བཅས་པར་། ། ལག་བཟངས་ཀྱིས་ནི་ཞུས་པ་ལས་། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར་། ། དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱི་གསུངས་། །༼༢༠༽,འདི་ནི་འཐད་པ་དང་བཅས་པར་། ། ལག་བཟང་གིས་ནི་ཞུས་པ་ལས་། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར་། ། དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས་། །,(24)ene sedkil-ün yosutu siltaγan inu : (25)subaqu barača-yin očigsen sudur-tur :(26)door·a-du bisirel-ten amitan-u tulada : (27)tegünčilen iregsen burqan ber nomlabai -:- 20,"Cette vertu de la pensée de Bodhi, le Tathāgata luimème l’a affirmée et expriqueée dans le Subāhupariprcchāsūtra pour le salut des hommes qui veulent entrer dans le Véhicule inférieur.",This the Buddha himself correctly has asserted in the scripture Subāhupṛcchafor the sake of beings of lesser aspiration.
e0124636ebaf483b83dbc7f3bc240282,śiraḥśūlāni sattvānāṃ nāśayāmīti cintayan |aprameyeṇa puṇyena gṛhyate sma hitāśayaḥ ||21||,乃思惟療除 苦惱之有情使苦惱盡已 獲得無邊福,སེམས་ཅན་རྣམས་ཀྱི་གླད་ནད་ཙམ་། ། བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་ཏེ་། ། བསོད་ནམས་དཔག་མྱེད་ལྡན་འགྱུར་ན་། །༼༢༡༽,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ་། ། བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ་། ། བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན་། །,"(28)amitan-u eki ebedküi tedüyiken-i ber : (29)arilγasu kemen sedkigsen-dür büged :(30)tusa kürgeküi sedkil-dür tegülder boluγad : (4,1)čaγ ügei olan buyan bolqu bügesü ele -:- 21","La résolution d’apaiser soit par des formules, soit par des remèdes, le mal de tête de quelquess personnes, c’est une résolution infiniment méritoire.","One who is a kindly benefactor thinks, “I will cure the headaches of beings.”Thus by this benevolent intention he has acquired immeasurable merit."
90f4d5dc99fc40f9a751ae15138925f4,kim utāpramitaṃ śūlam ekaikasya jihīrṣataḥ |aprameyaguṇaṃ sattvam ekaikaṃ ca cikīrṣataḥ ||22||,有情無邊苦 云何而療治使一一安樂 獲無邊功德,སེམས་ཅན་རེ་རེའི་མྱི་བདེ་བ་། ། དཔག་དུ་མྱེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མྱེད་དུ་། ། སྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས་། །༼༢༢༽,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ་། ། དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ་། ། བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས་། །,(2)nigen nigen amitan-u ǰobalang-i anu : (3)čaγ ügei arilγasuγai kemen küsegčid : (4)nigen nigen-i ber čaγ ügei erdem-tü bolγan : (MonT 4a) (5)bütügesügei kemegčid-i yaγun ügületele bui -:- 22,"Que dire de celui qui veut délivrer chacune des innombrables créatures d’une souffrance sans mesure, et la doter d’inappréciables qualités?",How much more the one whishing to remove the infinite ache of every single beingand for each one to create infinite virtue!
2c792a865e6e407c888dfe07d106fb7e,kasya mātuḥ pitur vāpi hitāśaṃseyam īdṛśī |devatānām ṛṣīṇāṃ vā brahmaṇāṃ vā bhaviṣyati ||23||,何以利父母 如是及眷屬得天及仙人 淨行婆羅門,ཕའམ་ཡང་ན་མ་ཡང་རུང་། ། སུ་ལ་འདི་འདྲའི༤ཕན་སེམས་ཡོད་། །ལྷ་དང་དྲང་སྲོང་རྣམས་ཀྱང་རུང་། ། ཚངས་པ་ལ་ཡང་འདི་ཡོད་དམ་། །༼༢༣༽,ཕའམ་ཡང་ན་མ་ཡང་རུང་། ། སུ་ལ་འདི་འདྲའི་ཕན་སེམས་ཡོད་། །ལྷ་དང་དྲང་སྲོང་རྣམས་ཀྱང་རུང་། ། ཚངས་པ་ལ་ཡང་འདི་ཡོད་དམ་། །,(6)ečige be ese bügesü eke be : (7)ken-dür anu <:> ene metü tusa-tu sedkil :(8)tngri-ner kiged <:> arsi-nuγud-ta ber : (9)esrua-dur ber  ene sedkil <:> qamiγ·a bui -:- 23,"Chez qui trouver, dans le passé on dans l’avenir, semblable désir d’un tel bien? chez quelle mère, chez quel père, chez quel dieu, chez quel solitaire, chez quel brahmane?",Whose mother or father is endowed with this benevolent desire? To what gods or sages or brahmans does it belong?
305070971c324deca65cd683a658d601,teṣām eva ca sattvānāṃ svārthe ’py eṣa manorathaḥ |notpannapūrvaḥ svapne ’pi parārthe saṃbhavaḥ kutaḥ ||24||,如是彼有情 乃過去睡夢不願於自利 唯願生利他,སེམས་ཅན་དེ་དག་ཉིད་ལའང་སྔོན་། ། རང་གི་དོན་དུའང་འདི་འདྲའི་སེམས་། །རྨྱི་ལམ་དུ་ཡང་མ་རྨྱིས་ན་། ། གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ། ༼༢༤༽,སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན་། ། རང་གི་དོན་དུ་འདི་འགྲའི་སེམས་། །རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན་། ། གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ་། །,(10)tede amitan-dur erte urida : (11)öber-ün tulada ber ene metü sedkil :(12)ǰegüdün-dür ber ese ǰegüdülebesü : (13)busud-un tulada taki qamiγ·a törömü -:- 24,"Dans aucune créature, même intéressé, même en rêve, semblable souhait n’avait jamais surgi: plus inouï encore parfaitement désintéressé.","Even in sleep this desire has not previously arisen for these people, not even in self-interest: How much less its appearance for the sake of others?"
557e45be94534069a1376364330838ba,sattvaratnaviśeṣo ’yam apūrvo jāyate katham3 |yat parārthāśayo ’nyeṣāṃ na svārthe ’py upajāyate ||25||,有情最勝寶 希有何得生種種意利他 不獨於自利,གཞན་དག་རང་དོན་དུ་ཡང་། ། མྱི་འབྱུང་སེམས་ཅན་དོན་སེམས་གང་། །སེམས་ཅན་རིན་ཅེན་ཁྱད་པར་འདི་། ། སྔ་ན་མྱེད་པ་རྨད་ཅིག་འཁྲུངས་། །༼༢༥༽,གཞན་དག་རང་གི་དོན་དུ་ཡང་། ། མི་འབྱུང་སེམས་ཅན་དོན་སེམས་གང་། །སེམས་ཀྱི་རིན་ཆེན་ཁྱད་པར་འདི་། ། སྔ་ན་མེད་པའི་རྨད་ཅིག་འཁྲུངས་། །,(14)busud öber-ün tulada ber : (15)ülü toron bügetele  ali tere busud-un tusa sedkigči :(16)belgetei-e erdeni sedkil-tü ene amidu : (17)urida ügei nigen γayiqamsiγ tangsuγ töröbei -:- 25,"D’où nous vient le bodhisattva, perle unique, incomparable? les autres, même dans leur intérêt propre, ne dèsirent pas le bien d’autrui.","This unprecedented, distinctive jewel among beings: How is it given birth? This intention which is for the welfare of others does not appear in others even in self-interest."
0e0591523b9b4f71b66096c78550a00a,jagadānandabījasya jagadduḥkhauṣadhasya ca |cittaratnasya yat puṇyaṃ tat kathaṃ hi pramīyatām ||26||,歡喜世間種 精進世間藥心寶與有福 而彼云何說,འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ་། ། སེམས་ཅན་སྡུག་བསྣལ་རྩིར་འགྱུར་པ་། །རིན་ཅེན་སེམས་ཀྱི་བསོད་ནམས་གང་། ། དེ་ལ་ཅི་ལྟར་གཞལ་གྱི་ལང་། །༼༢༦༽,འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ་། ། སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ་། །རིན་ཆེན་སེམས་ཀྱི་བསོད་ནམས་གང་། ། དེ་ལ་ཇི་ལྟར་གཞལ་གྱིས་ལང་། །,(18)qamuγ amitan-u baγasqulang-un siltaγan boluγad : (19)amitan-u ǰobalang-un em inu boluγsan :(20)ali tere erdeni metü sedkil-ün buyan anu : (21)yambar metü bolqu čaγlabasu ülibesü  tegün-i -:- 26,"Cette perle de la pensée, la pensée de Bodhi, semence de la joie du monde, remède à la souffrance du monde, comment apprécier sa saintelé?","This merit—of the seed of the world’s joy, of the medicine for the world’s sorrow, of the jewel of the mind: How, indeed, may it be measured?"
ed559be292684d6b9f27244203355735,hitāśaṃsanamātreṇa buddhapūjā viśiṣyate |kiṃ punaḥ sarvasattvānāṃ sarvasaukhyārtham udyamāt ||27||,云何諸有情 得一切快樂爲發菩提心 供養於如來,ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང་། ། སངས་རྒྱས་མཆོད་པ་ཁྱད་འཕགས་ན་། །སེམས་ཅན་མ་ལུས་ཐམས་ཆད་ཀྱི་། ། བདེ་དོན་བརྩོམ་པ་སྨོས་ཅི་དགོས་། །༼༢༧༽,ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང་། ། སངས་རྒྱས་མཆོད་ལས་ཁྱད་འཕགས་ན་། །སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀྱི་། ། བདེ་དོན་བརྩོན་པ་སྨོས་ཅི་དགོས་། །,(22)tusa-tu sedkil sedkigsen tedüiken-iyer ber : (23)burqan-nuγud-i takiγsan-ača ber ülegüü bolbasu ele :(24)qočorli ügei qamuγ amitan-u : (25)ǰirγalang-un tulada  kičiyegčin-i taki yaγun ügületele -:- 27,Le simple désir du bien du monde est plus méritoire que le culte du Bouddha. Que dire des effors du bodhisattva pour la félicité complète de toute créature?,The worship of Buddhas is excelled by merely having a desire for goodness:How much more by zeal for the total welfare of all beings?
