id,P001786,P001787,P001788,P001789,P001790,P001791
105ab5c3cafe423bab9159c5d0b47554,ābhayā parisphuṭo ’bhūt,འོད་ཀྱིས་ཡོངས་སུ་ཁྱབ་པའམ་རྒྱས་པར་གྱུར་པ,光以遍滿; 光遍滿,-,,-
8ccf3fc03b304f118258b3f419d502cc,avabhāsitaḥ,སྣང་བར་བྱས,作現,-,,-
e65de473f4364620a19bf02c3133ce42,tena raśmy avabhāsena spṛṣṭaḥ,འོད་ཟེར་གྱི་སྣང་བ་དེས་རེག་པ,光觸顯; 彼光現所觸,-,,-
eb0b5e1d904f461c964f1aa49ef1e3f2,yatra sūryacandramasāṃ prabhāyā gatir nāsti,གང་ན་ཉི་མ་དང་ཟླ་བའི་འོད་མི་འབབ་པ,照遍日月之光不到處,-,,-
ffcdee920e284272b271dae5b5458ea4,ko hetuḥ kaḥ pratyayaḥ,རྒྱུ་གང་རྐྱེན་གང,何因; 隨因; 何緣,-,,-
c77943dbfbe8470791303339158a81a4,punar apyāgatya,སླར་ལོག་ནས,復迴,-,,-
0eda6d79d7a645f4a125cf4f1d2ad739,uṣṇīṣa vivareṣu praviśati (uṣṇīṣa vivareṣu praviṣṭaḥ),གཙུག་ཏོར་གྱི་གསེབ་ཏུ་ཞུགས,入頂中,-,,-
9f325b19cb214849be7a123a7d1c3ece,mukhadvāreṇānupraviśati sma,ཞལ་གྱི་སྒོ་ནས་ཞུགས,入於面門,-,,-
83427d53aeae4e51b022e8eea4f38454,na ca bhagavato mukhadvārasyomiñjitaṃ vā nimiñjitāṃ vā prajñāyate sma,བཅོམ་ལྡན་འདས་ཀྱི་ཞལ་གྱི་སྒོ་ཕྱེ་བའམ་བཙུམས་པར་ཡང་མི་མངོན་ནོ,世尊面目不現開閉,-,,-
cec4eb15d66e431abc0e89a7174d9f3b,avabhāsaḥ,སྣང་བ,現,-,,-
e7b7688e51f84dd9803d3b23791f1d92,samantāvabhāsaḥ,ཀུན་ཏུ་སྣང་བ,普現,-,,-
ff6b2a1777c2415d965fa4d1399aa462,jighatsitāḥ pūrṇagātrā bhavanti sma,བཀྲེས་པ་རྣམས་འདྲངས་པར་གྱུར་ཅེའམ་ལྟོགས་པ་རྣམས་ནི་ལུས་རྒྱས་པར་གྱུར,饑者得飽; 餓者身充滿,-,,-
0438d03d89b04ee88c62096d1cc6eb0f,tṛṣitā vigatapipāsā bhavanti sma,སྐོམ་པ་རྣམས་ནི་ངོམས་པར་གྱུར,渴者得足飲,-,,-
0a9c74ef168b4a0aa034bf8c8eb1824a,roga spṛṣṭā vigata rogā bhavanti sma,ནད་ཀྱིས་བཏབ་པ་རྣམས་ནི་ནད་དང་བྲལ་བར་གྱུར,病者得消釋; 病者得除病,-,,-
60a535de2a4c48ff8498be98c57ce685,vikalendriyāḥ paripūrṇendriyā bhavanti sma,དབང་པོ་མ་ཚང་བ་རྣམས་ནི་དབང་པོ་ཡོངས་སུ་ཚང་བར་གྱུར,根不全者得全; 根不具者得具根,-,,-
69d5b0a155c741b6acc02a50aa16b9f1,sa cet pṛṣṭaḥ praśnāvyākaraṇāya avakāśaṃ kuryāt,གལ་ཏེ་ཞུབ་ནས་ཞུ་བ་ལུང་བསྟན་པའི་སླད་དུ,請問者為授記故放下功夫; 若為問為作記問時節,-,,-
950be8a4a5984001b29c740b9d2e5771,kaṃ cid eva pradeśam,ཕྱོགས་འགའ་ཞིག,多諸門; 何處; 數端,-,,-
5a622c9ae57d4a89a89e1bcbc0aeb0d5,āmantrayate sma,བཀའ་སྩལ་པའམ་སྨྲས་པའམ་བོད་པ,告白授記; 告白; 記 ; 喚,-,,-
48862f21c1044af2a9d012725c0364b0,sādhukāram adāt,ལེགས་སོ་ཞེས་བྱ་བ་བྱིན་ཏེ,授於善哉; 善哉,-,,-
8b7132be333b4b2a804a4595794e36bb,sādhu sādhu,ལེགས་སོ་ལེགས་སོ,善哉善哉,-,,-
3f73d86682fd42bca17924a1effc2a03,dena hi śṛṇu sādhu ca suṣṭhu ca manasikuru,དེའི་ཕྱིར་ལེགས་པར་རབ་ཏུ་ཉོན་ལ་ཡིད་ལ་ཟུངས་ཤིག,如是用心聽聞總持; 是故應諦聽極善作意,-,,-
1b833afbcca74ed3a7f2ddfb64afe0fb,bhāṣiṣye ’haṃ te,ངས་ཁྱོད་ལ་བཤད་དོ,我與你說; 吾當為汝分別解說,-,,-
f60ae0f36a2f4dc7b068dc64f0fb79b5,bhagavataḥ pratiśrutya,བཅོམ་ལྡན་འདས་ཀྱི་ལྟར་མཉན་ནས,如是世尊聽聞; 白佛言願樂欲聞,-,,-
c53f3db288e7458382457857f69cf7fd,cittam ārādhayiṣye (cittam ārāyidhaṣye),སེམས་རངས་པར་བྱའོ,心生喜悅,-,,-
6893c7db29154b8b83cdd6275d7b98b9,tiṣṭhati,བཞུགས,坐,-,,-
93533a0e63ca4d10ac0fbe90d19ed834,dhriyate,འཚོའོ,養; 持,-,,-
c3756855587c44398b6c76626136d0de,yāpayati,གཞེས་སོ,受用; 住,-,,-
a384dcd1dfdc4f97872a9013c4a6eb50,dharmaṃ ca deśayati,ཆོས་ཀྱང་སྟོན་ཏོ,說法,-,,-
28128902f5564917be5b2f463f85e926,yasyedānīṃ kālaṃ manyase,དེའི་དུས་ལ་བབ་པར་ཤེས་ན,正是知時; 知其正時則,-,,-
8f49eccd95974de880673209c116ea9f,yad uta,འདི་ལྟ་སྟེ,如是,-,,-
32d2cc2d3f774fd88649977bfdd74c8f,buddhanetrī,སངས་རྒྱས་ཀྱི་ཚུལ་ལམ་ལུགས,正覺理趣; 佛眼,-,,-
052bd42a41e84dd781eda42e374222b0,tat kiṃ manyase,འདི་སྙམ་དུ་སེམས,如何思惟; 於汝意云何,-,,-
611522dec68e4b70897f749b7eefbd27,no hīdam (ne hidam),དེ་མ་ལགས་སམ་དེ་མ་ཡིན,此不是; 不也; 此非耶不是,-,,-
f8cddfaa3e6643589de78366450b259c,sarvāntaṃ parṣanmaṇḍalam,ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་གྱི་དཀྱིལ་འཁོར,繞中圍; 一切眾會; 具全大眾中圍,-,,-
10d3946c863840cda44529e9e34ea85e,abhedyaparivāraḥ,མི་ཕྱེད་པའི་འཁོར,不退伴; 不分圍繞,-,,-
8efd731a1ba24108858dec4ce978e878,bhagavatānujñātaḥ,བཅོམ་ལྡན་འདས་ཀྱིས་གནང་བ ༼བཅོམ་ལྡན་འདས་ཀྱིས་སྣང་བ༽,世尊方許,-,,-
cf9d1ca1a2a24bb38bf2a83bc928aaf3,antaśo hāsyaprekṣiṇyāpi,ཐ་ན་བཞད་གད་བྱ་བར་བསམས་ཏེ ༼ཐ་ན་གཞད་གད་བྱ་བར་བསམས་ཏེ༽,修惟其笑; 下至觀笑談設喪命; 不及至惟其笑談,-,,-
73e4dfc1042b44c8aa9b792c859fa26b,jīvitahetor api,འཚོ་བའི་སྲོག་གི་ཕྱིར་ཡང,故養其命; 為其命,-,,-
863c2d35cb3047c6bc00fe9e9610a893,adhivacanam,ཚིག་བླ་དགས,名號,-,,-
fde056b89f92478da41a746381e75200,manorāthāśāparipūrī,ཡིད་ལ་བསམས་པ་བཞིན་རེ་བ་ཡོངས་སུ་རྫོགས་པ,滿希望心,-,,-
6dda3372f6dd4bda86462ddb3b53a998,vinayati,འདུལ་ཞིང་འཛུད,調伏,-,,-
580c833012824023b08523ad41304c48,niveśayati,དེ་རབ་ཏུ་འགོད,安置,-,,-
94e80648239840109923eca5dd1b136f,pratiṣṭhāpayati,རབ་ཏུ་བརྟན་པར་བྱེད,最作堅固; 令安住,-,,-
e812968aca68432383a8a4fb43bdced1,prasthāpayati,བརྟན་པར་བྱེད་པ,作堅固; 令發趣,-,,-
2b4a9679444b4e7faf66800dc6b0f038,aupayikam (aupayakam),ཆོ་གའམ་ཐབས,方便; 法事,-,,-
57223cccabf84e88a7f55e6825871475,avyatikramaṇam (aupati pramaṇam),མི་འདའ་བ,無過; 不過,-,,-
67cd48df60f74b7ab76d851bc413e1c5,āgataphalam,འབྲས་བུ་ལག་ཏུ་འོངས་པའམ་ཐོབ་པ,獲果; 到手,-,,-
4c180e7f4f654e26a330549ace10b164,saṃgūhayan,ལེགས་པར་སྦེད་པའམ་གསང་ཐུབ་པ,善藏; 能密,-,,-
3f5bbb2aa02f4a19b9feaab7c8762a2c,guptaḥ,སྦས་པའམ་བསྲུངས་པ,藏; 守,-,,-
4dd5843f16f0468b8e3ff573fcd779dd,pravivekajaḥ,རབ་ཏུ་དབེན་པ་ལས་སྐྱེས་པ,最寂中生,-,,-
87893ff021a64516b974517f851ce19d,juṣitukāmaḥ,སྟེན་པར་འདོད་པའམ་གནས་པར་འདོད་པ,欲倚; 欲住,-,,-
3e68688d107846d1be738b03b5b39c62,uṣṇīṣavivaramūrdhnaḥ saṃdhi praveśaḥ,དབུའི་གཙུག་ཏོར་གྱི་གསེབ,頂髻中入,-,,-
53becd8e11cc40d29f37c9108117c4c3,avatāraḥ,འཇུག་པའམ་གཤེགས་པ,入; 行,-,,-
dfbc08a65562479d8bd2b11f6820161a,praguṇī karaṇam,དྲང་པོར་སྲོང་བ,較正真; 調整; 調正真,-,,-
2458e228621c4b6196eb092a1baefdb1,praguṇaḥ,དྲང་པོ,正,-,,-
60e576c0ef1f4d1da21ff1f84a34ce08,ekām api catuṣpadikāṃ gāthām udgṛhya,ཚིགས་བཞི་པའི་ཚིགས་སུ་བཅད་པ་གཅིག་ཙམ་ཡང་བཟུང་ནས,必守持四言之一偈; 受持四句偈,-,,-
18d777097070487b912b81f5ac8946e8,mahāyānaparigrāhakaḥ,ཐེག་པ་ཆེན་པོ་ཡོང་སུ་འཛིན་པ,持大乘,-,,-
8d1ce380377b46659bfd41cc5a5f0d78,saddharmaparigrāhakaḥ,དམ་པའི་ཆོས་ཡོངས་སུ་འཛིན་པ,持妙法,-,,-
b4f710368fe342f3be4b2a69f7138e65,saddharmavṛṣṭiḥ,དམ་པའི་ཆོས་ཀྱི་ཆར,永住妙雨; 妙法雨; 住妙雨,-,,-
5e828d25918c415692790aa32db4b875,saddharmaś ca cirasthitiko bhavati sma,དམ་པའི་ཆོས་ཀྱང་ཡུན་རིང་དུ་གནས་པར་འགྱུར,妙法中永住; 妙法亦永住,-,,-
f4a7cc95e5b8413c982029032b75d3b5,anuttarāyāṃ samyaksambodhāv abhisambuddhaḥ,བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་པ,無上真實究竟菩提現前; 已覺無上正等覺; 究竟正覺,-,,-
7ddf71795edc4baea699b01b23ad620c,cūḍikāvabaddhaḥ,བྱུར་བུར་གྱུར་བ,頂珠; 現高,-,,-
db04994a360b46b89b16f5dbf94b37cb,anutkṣepāprakṣepaḥ,གདེགས་པ་མེད་པ་དང་གཞག་པ་མེད་པ,未舉; 未放,-,,-
632ad2cc6270468d9337adf2332291c0,nātiśītam,ཧ་ཅང་ཡང་མི་གྲང,特不冷; 不甚冷,-,,-
d9f2801f3b4342a6b11ca3994adc6899,nātyuṣṇam,ཧ་ཅང་ཡང་མི་དྲོ,特不熱; 不甚熱,-,,-
3a2b9ee51b6a426bacc417b57d65019d,vibhāvanā,རྣམ་པར་འཇིག་པའམ་རྣམ་པར་སྒོམ་པ,壞相; 觀相,-,,-
3fcd26e2979241f1b13c963ffcc17354,satām upalabdhiḥ,དམ་པ་རྣམས་ཀྱིའམ་མཁས་པ་རྣམས་ཀྱི་དམིགས,聖者或賢者之想,-,,-
eab940a804fe46b3a2a1fb592cc87181,upalambhaḥ,དམིགས་པ,所想,-,,-
c72577cb6946460ab52c83afd8935fd5,niṣṭhāgataḥ,མཐར་ཕྱིན་པ,到彼岸; 到究竟,-,,-
4b1167cfcd8a4829affe8c908b84f751,aviṣṭhānam (adhiṣṭhānam),རྒྱུན་མི་འཆད་པ,不斷續,-,,-
e09fbc386029453f8f992717c7e0c693,asraṃsanam,མ་བཏང་བ,不遣,-,,-
e05fbf0d54d64bca9b41b5b261d4f919,agro ’raṇavihāriṇām,ཉོན་མོངས་པ་མེད་པར་གནས་པ་རྣམས་ཀྱི་མཆོག,住於無煩最最; 住無諍者中第一,-,,-
67055b277d6140d6b03d83ef7c974620,rakṣāvaraṇaguptiṃ saṃvidhāsyāmahe,བསྲུང་བ་དང་བསྐྱབ་པ་དང་སྦ་བར་བྱའོ,護及救并藏; 我當護及救并藏,-,,-
eefde88a8144442cbcf1107dd352d7eb,mahāpṛthivīṃ niśrāya sāmagrīvaśena sarvabījāni virohanti,ས་ཆེན་པོ་ལ་བརྟེན་ནས་ཚོགས་པའི་དབང་གིས་ས་བོན་ཐམས་ཅད་རྣམ་པར་སྐྱེའོ,倚大地諸根生諸種; 依大地由和合力一切種生長,-,,-
1d2063d347c04941b0cef57264aefeed,caukṣasamudācāraḥ,གཙང་སྦྲ་སྤྱོད་པ,淨行,-,,-
f1d508a6ac3644f4ad2d66fb0f643c4f,alpakṛcchreṇa,ཚེགས་ཆུང་ངུས,不費力,-,,-
4b1192efa67a49468956c4db475a194b,nāgavilokitenāvalokya,གླང་པོ་ཆེའི་ལྟ་སྟངས་ཀྱིས་བལྟས་ནས,如象觀看,-,,-
e95cbf01e9754413a3beebed687db5c0,bhagavān imam evārthaṃ bhūyasyā mātrayā abhidyotayamā gāthābhigītena saṃprakāśayati sma (bhagavān imam evārthaṃ bhūyasyā mātrayā abhidyotayamāno gāthābhigītena saṃprakāśayati sma),བཅོམ་ལྡན་འདས་དོན་འདི་ཉིད་རྒྱས་པར་གསུངས་ཞིང་ཚིགས་སུ་བཅད་པའི་དབྱངས་ཀྱིས་རབ་ཏུ་བསྟན་པ,出有壞開示是義演說偈句最指示; 世尊重說偈顯了開示此義,-,,-
826238cb7c5140d2954cd26098c468a8,yathāśrutam,ཇི་ལྟར་ཐོབ་པ་བཞིན་ནམ་ཐོབ་པ་བཞིན,如是聞; 如所聞; 按如是聞 ; 依所聞,-,,-
c0da383ce6654f6aaa5c0f2e43bfed6b,yathāpratyarham (yathāpratyadham),སོ་སོ་ཇི་རིགས་པར,各自知; 如各各相應,-,,-
052a264f58474d369fd9d87e50f17a83,vistareṇa saṃprakāśitam,རྒྱ་ཆེར་རབ་ཏུ་བསྟན,以廣大誦念; 廣開示; 以廣大演說,-,,-
266f0a70113d412db7011c9e14623ab2,vistareṇa samprakāśayiṣyati,རྒྱ་ཆེར་ཡང་དག་པར་སྟན་པར་འགྱུར,廣大真實指示; 當廣開示,-,,-
a9e30073b532447bb836a68917765816,adhyāpayām āsa,ཀློག་ཏུ་བཅུག་པའམ་སློབ་ཏུ་བཅུག་པ,令誦; 令學,-,,-
2381ec84d1d54f539606c1ab00cf680d,"yadi ca,  bhagavān ājñāsīt sadevakaṃ lokaṃ saṃnipatitam (yadībha,  bhagavān ājñāsīt sadevakaṃ lokaṃ saṃnipatitam)",གང་གི་ཚེ་བཅོམ་ལྡན་འདས་ཀྱིས་ལྷ་དང་བཅས་པའི་འཇིག་རྟེན་ཚོགས་པར་མཁྱེན་པ,何時出有壞知諸天人世間有情聚至; 何時世尊知天及世人集會,-,,-
e4ec2898710f490bb94f43ce39772870,asamasamaḥ,མི་མཉམ་པ་དང་མཉམ་པ,不平得平; 無等等,-,,-
8eeb1d86ca07422d8111c725d90520ec,tasyāyam īdṛśo ’nubhāvaḥ,དེའི་མཐུ་འདི་འདྲ,其力如是,-,,-
57d44d2fcc6c4ec6b1ee61bc36c7b82a,prabhāvyate,ཕྱེ་བའམ་རབ་ཏུ་གཞག་པ,開; 放,-,,-
e0aecd89f05740bbb525665d159cb7c9,pratikāṃkṣitavyaḥ,རེ་བར་བྱ་བའམ་འདོད་པར་བྱ་བའམ་ཤེས་པར་བྱ་བ,希事; 應希求; 欲知 ; 起望 ; 起欲 ; 可知,-,,-
79964ae5fb7c4b62b120715b70eb88fc,tṛṣṇā paunarbhavikī,ཡང་འབྱུང་བའི་སྲེད་པ,出愛; 後有愛; 生之愛,-,,-
0a3628365c8e4a31965ef10a41cdc683,nandīrāgasahagatā,དགའ་བའི་འདོད་ཆགས་ཀྱིས་མོད་ལ་སྐྱེས་པ,喜欲生時; 喜貪俱行,-,,-
63b05605a582437aad11bb5454415d12,puṇyopagaḥ,བསོད་ནམས་སུ་ཉེ་བར་འགྲོ་བ,近福行,-,,-
66a6182171fa4bceb94b4c1cb1644842,apuṇyopagaḥ,བསོད་ནམས་མ་ཡིན་པར་ཉེ་བར་འགྲོ་བ,非福近行; 近非福行,-,,-
5027e2f8bded4134a0ea90a271a7f535,āniñjyam,མི་གྱོ་བ,不動,-,,-
0a89e73ee0544a0aafc729c381dffa54,abhyudgataḥ,མངོན་པར་འཕགས་པ,現前勝,-,,-
de93194ef64d462d993d62d43408f302,samudgataḥ,ཡང་དག་པར་འཕགས་པ,真實勝,-,,-
4674ea24cbcf43248dd663c232c982c8,ṣaṣṭyaṅgasahasropeta svaraḥ,དབྱངས་ཡན་ལག་དྲུག་སྟོང་དང་ལྡན་པ,具六千枝音,-,,-
86e81cad3c454b59b87d451925156801,vata mārṣāḥ,ཀྱེ་མ་གྲོགས་པོ་དག,鳴呼諸友,-,,-
5f31187dbe184b6db7bfcc7fa95b2f59,vata,ཀྱེ་མ,鳴呼,-,,-
449309b1a88d4fa18229b66bf14d901c,hāhā kaṣṭam,ཀྱེ་ཧུད་དམ་ཨཨེ་མ་ཀྱི་ཧུད,哀哉; 嘆息,-,,-
2580efb602db44efb8cf2f3030fe85bc,an unnato ’navanataḥ,མ་ཁེངས་སམ་མ་དུད་དམ་མི་མཐོ་མི་དམའ,不滿; 未滿; 不高不下; 不下; 未下; 未下,-,,-
f78a29236f0e4b1b80512b30f3baaa1d,upasaṃhāraḥ,བརྟུལ་བའམ་ཉེ་བར་སྦྱོར་བའམ་ཉེ་བར་བསྒྲུབ་པ,勤; 近習; 近修,-,,-
524c81c9067f489d86ff06e0b1a5ded1,māradharṣaṇam,བདུད་འདུལ་བ་། བདུད་གདུལ་བ,調魔,-,,-
02207e0f60624ac0ab236d0ebf39b7e9,tasyaivaṃ bhavati,དེ་འདི་སྙམ་དུ་སེམས,彼如是想,-,,-
afe918a7cbb647d5b4419f0dbf4815dd,mahato janakāyasya,སྐྱེ་བོ་ཕལ་པོ་ཆེའི,多丈夫; 眾夫之,-,,-
6183c78e5bb743088a6d572f1093e2b2,hitam,ཕན་པ,並立; 利濟,-,,-
9248c4844e3842518863878cf30c4e38,sukham,བདེ་བ,安; 安樂,-,,-
ad8d3a76770f4426a1a39de8a21fd97e,yogakṣemam,གྲུབ་པ་དང་བདེ་བ,成樂; 安穩,-,,-
fbf0406a05044526bba3258a97cb5737,antarīkṣapradeśaḥ,བར་སྣང་གི་ཕྱོགས,空方,-,,-
bcbd784f63b94ac49f0074d832cf1b1d,na prajñāyate,ཤེས་པ་ཡང་མེད་དམ་མི་མངོན་པའམ་མི་སྣང་བ,無相; 不顯; 不現; 知亦無,-,,-
88de079d2ac642eab596b5788d8479a9,vikrīḍitam,རྣམ་པར་རོལ་པ,遊戲相,-,,-
631a961ed1de4ab8ab8e9976b0c6bf0b,sarveṇa sarvam,ཐམས་ཅད་ཀྱི་ཐམས་ཅད,一切及一切; 一切全,-,,-
9bb4aee4c65c48118ed9a5edbfd5e5cd,sarvathā sarvam,རྣམ་པ་ཐམས་ཅད་དུ་ཐམས་ཅད,一切諸相全然; 一切相,-,,-
f4b43055941642858b168a3a46d6e312,sarvathā,རྣམ་པ་ཐམས་ཅད་དམ་ཡེ,諸相本; 諸相 ; 本,-,,-
9fe295846ba04518931738291fa0d945,prasthāpanam,རབ་ཏུ་བཞག་པ,極放,-,,-
81f8a53ccab74dfd9aaa154c3ff3d716,ojaḥ,མདངས་སམ་གཟི་བརྗིད,神色; 神色威 ; 威,-,,-
1bd9570676ac489a96f68a1fa40a86e3,"mahaujaṣkaḥ,  mahaujaskaḥ",གཟི་བརྗིད་ཆེ་བ་། གཟི་བརྗིད་ཆེ་བར་གྲགས་པ,大威德; 大威,-,,-
27aedc1960094ad98874e0bd59ac981f,maheśākhya_maheśākhyaḥ,དབང་ཆེ་བ་དབང་ཆེ་བར་གྲགས,大自在; 大大勢; 稱大自在,-,,-
572fffa3ea4f4d14a8f2bf7986b5ad26,alpeśākhyaḥ,དབང་ཆུང་བར་གྲགས་པ,力弱名揚; 少勢,-,,-
f083e964dad04dbdb24efa0a5512beb4,ṛddhaḥ,འབྱོར་པ,富,-,,-
5b9c6c9e80604c678b955fe59ed25bbd,sphītaḥ,རྒྱས་པ,豐滿,-,,-
0a56b74520a84aa485cd805706507b30,kṣemaḥ,བདེ་བ,安,-,,-
5ca55bdf5b69436b8c06d71138269f37,subhikṣaḥ,ལོ་ལེགས་པ,豐安,-,,-
96e019911d8548eba15d5c626cf2afcb,ākīrṇabahujanamanuṣyaḥ,སྐྱེ་བོ་དང་མི་མང་པོས་གང་བ,多人喜悅,-,,-
1b70ae6585f642f596f7bebd2b428eaa,"ekāyanaḥ (ekāyāna,  ekāyānam)",བགྲོད་པ་གཅིག་པ,獨行; 一行,-,,-
b69a73e2334b43e9a1d643bb38fb46c9,ājñāvyākaraṇam,ཤེས་པ་བརྡ་སྤྲོད་པ,說示,-,,-
bc54da79f01d4d579fb179163354a1a1,udāharaṇayogena,དཔེར་བརྗོད་པའི་ཚུལ་གྱིས,譬喻說樣,-,,-
5da9bc6991f44df3b046816fe311f300,kaviḥ,སྙན་ངག་མཁན,作文者; 詩人,-,,-
e7ef1f3ae2874795b222d72936ba9dfa,kāvyam,སྙན་དངགས,文辭; 詩,-,,-
17899222f3fc4ad0a2d163922da09e7c,samārakam,བདུད་དང་བཅས,諸魔; 具魔; 具諸魔,-,,-
489a86a942ad45159695b5296161e4b9,sabrahmakam,ཚངས་པ་དང་བཅས་པ,諸淨梵; 具梵; 具淨梵,-,,-
72f97c137fae46c4b3d685fa69d938e5,saśramaṇabrahmaṇikāḥ prajāḥ,དགེ་སྦྱོང་དང་བྲམ་ཟེར་བཅས་པའི་སྐྱེ་དགུ,修習婆羅門九類; 沙門婆羅門及諸生,-,,-
8da78af7883448379165f38491879175,abhibhūyaniryāsyati,ཟིལ་གྱིས་མནན་ཏེ་ངེས་པར་འབྱུང,決定威鎮; 勝出,-,,-
36f556ae3f704d55b6c748129a5d65f2,vyavasāyaḥ,བཙལ་བར་བྱའམ་འབད་པར་བྱ་བ,勤尋; 決定; 尋 ; 勤,-,,-
39f5e8c04b2444ec9234db853fda6e0f,ābaddhaparikaraḥ,ཅི་ལ་ཡང་མ་རེག་པར་ཆས་པ,不靠諸人; 不靠諸人而行,-,,-
80621f8060da48fb90d1fa69c560a938,dharmadhātuparamaḥ,ཆོས་ཀྱི་དབྱིངས་ཀྱིས་ཀླས་པ,盡法界,-,,-
efcb8860c1ed40339503c4fa6f0f4113,ākāśadhātuparyavasānaḥ,ནམ་མཁའི་དབྱིངས་ཀྱི་མཐས་གཏུགས་པ ༼ནམ་མཁའི་ཁམས་ཀྱི་མཐས་གཏུགས༽,盡虛空,-,,-
179da803d1fb4edbab90c27f4764b17a,asthānam etat,དེ་ནི་གནས་མ་ཡིན,彼非住; 無此處,-,,-
967d0e84890d4f59b4d322a0986ab4c0,utthāpanam,བསླང་བའམ་དྲང་བའམ་སྐྱེད་པ,立; 直生; 獲 ; 直,-,,-
6e97569a19b24dae828878c9194cf5c2,sabhāmadhyagato vā,འདུས་པའི་ནང་ན་འདུག་ཀྱང་རུང,會中住可,-,,-
32bb13dae60f48a09852ea8ea5613c03,rājakulamadhyagato vā,རྒྱལ་པོའི་ཕོ་བྲང་འཁོར་གྱི་ནང་ན་འདུག་ཀྱང་རུང,住宮眷屬中住亦可; 在王族中亦可,-,,-
018ddc5304aa4d4caf01080b42d49487,parśanmadhyagato vā,འཁོར་གྱི་ནང་ན་འདུག་ཀྱང་རུང,中圍中住亦可; 在會中亦可,-,,-
e9bb66688efe449c8c3478d7a94da898,yuktakulamadhyagato vā,རིགས་ཚོགས་པའི་ནང་ན་འདུག་ཀྱང་རུང,在種類中住亦可; 在種類中亦可,-,,-
93c165aa0cd2414bb44c95e8c12259cc,jñātimadhyagato vā,ཉེ་དུའི་ནང་ན་འདུག་ཀྱང་རུང,親戚中住亦可; 近住亦可,-,,-
8bc3967148ee4215a8992fe7c30d627a,atītāṃśagatā,འདས་པའི་ཆར་གྱུར་བ,過去中住之分; 過去之分,-,,-
c8c517d538b04a9995f43fe15f8fc89e,na kena cid vidhīyate,གང་གིས་ཀྱང་མི་བྱའོ,任誰莫作,-,,-
56d3812d6bde4e3babdeb84b3ed72049,avakāśaḥ (abbakāśaḥ),གོ་སྐབས,時間,-,,-
b97bcfe9783c420ab433f8883d3506c4,prastavaḥ (prastāvaḥ),བར་སྐབས,時間,-,,-
4d6cb9ed1942426fbe420d62e51dea58,avasaraḥ,བར་སྐབས,中節,-,,-
cd9f0ee7668f474ea149a57d636de94e,vanād nirvaṇam āgataḥ,ནགས་ཚལ་ནས་ནགས་ཚལ་མེད་པར་གཤེགས་པ,從林入無林,-,,-
3a61b62ab32044b5ae5bd575736df038,kāmeṣu naiṣkramyam,འདོད་པ་ལས་སྤགས་པ,棄欲,-,,-
342028e892bd4f8c9418293c7397494e,"śailamuktam iva kāñcanaṃ nisevitaḥ (śailamuktim iva kāñcanam niṣevitaḥ,  śelamuktim iva kāñcanam niṣevitaḥ)",རི་ལས་ཐལ་བའི་ཉི་མ་བཞིན་དུ་བསྙེན་པ,去山如近日; 如去中日; 如去山近日 ; 親近,-,,-
3f0cd857202147a1b1247570e529f8b6,jihvendriyaṃ nirnāmayām āsa,ལྗགས་ཀྱི་དབང་པོར་ཕྱུང་སྟེ,舌根現,-,,-
62b67a2ba51c47b99165f81d81008b62,abhayavaśavartitā,འཇིགས་པའི་དབང་དུ་གྱུར་པ་མ་ཡིན་པ,非怖自在; 無畏自在性,-,,-
3c49e08de3844bcbb21c27f4d5ec154a,sarvasattvānāṃ kiṃkaraṇīyatā,སེམས་ཅན་ཐམས་ཅད་ཀྱི་བྱ་བ་ཅི་ཡོད་པ་སྙམ་པ,思諸有情; 給侍一切有情; 思諸有情所作,-,,-
7d8cc779df574ac0b351dd7320813797,bāhujanyam (bahujanyam),སྐྱེ་བོ་མང་པོ་པ,眾人; 眾人具; 具眾人,-,,-
09e1eff31df44c41afd096f559b97ed1,paraṃparayā,གཅིག་ནས་གཅིག་ཏུ,遞傳,-,,-
86291df24426481da3b545d436d05d61,tuṣṇīṃbhāvenādhivāsayati,ཅང་མི་གསུང་བར་གྱུར་པས་གནང,不許默; 默然許之,-,,-
a830bcb8001c44c2a987cfb2d8e2236d,samullokitamukhaḥ,ཞལ་དུ་བལྟས་པ,觀面,-,,-
6d0edbde771744c5a32bcb4e588e5b59,samyak pratyātmaṃ jñānadarśanaṃ pravartate,བདག་ཉིད་ཀྱིས་ཡང་དག་པའི་ཤེས་པ་མཐོང་བ་འཇུག་པ,見實性; 正智見各別轉; 自己之實知實見實入,-,,-
35092ed741154aaab72a01c38f8f1954,āyuḥsaṃskārān utsṛjati,ཚེའི་འདུ་བྱེད་འདོར་བ,壽盡時; 捨壽行,-,,-
abfd8223e6c844c8b60ac0c19b18d166,uṣmahāniḥ,དྲོད་ཡལ་བ,暖氣散了; 退煖,-,,-
601e5770ffe64a0ebe3a1d15af9f07a6,manuṣyāṇāṃ sabhāgatāyām upapannaḥ,མི་དང་སྐལ་བ་མཉམ་པར་སྐྱེས,人劫中生; 生人同分中; 與人等分生,-,,-
